IDENTIFICADOR DO ATAQUE,ANO EM QUE O ATAQUE OCORREU,PREJUIZO CAUSADO PELO ATAQUE,PAIS ONDE OCORREU O ATAQUE,TIPO DE AMEACA A SEGURANCA CIBERNETICA,SETOR DA INDUSTRIA QUE SOFREU O ATAQUE,ESTRATEGIA DE DEFESA CIBERNETICA EMPREGADA PARA RESOLVER O PROBLEMA
1066,2021,39.44,CHINA,SQL INJECTION,IT,AI-BASED DETECTION
1067,2024,83.69,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,FIREWALL
1068,2018,28.88,UK,MALWARE,GOVERNMENT,ANTIVIRUS
1069,2019,10.1,BRAZIL,RANSOMWARE,BANKING,ENCRYPTION
1070,2018,47.01,BRAZIL,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1071,2021,18.66,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
1072,2024,79.72,GERMANY,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1073,2019,29.85,AUSTRALIA,DDOS,BANKING,FIREWALL
1074,2021,0.92,USA,PHISHING,HEALTHCARE,ANTIVIRUS
1075,2024,92.48,AUSTRALIA,PHISHING,IT,FIREWALL
1076,2016,20.09,FRANCE,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
1077,2016,16.24,BRAZIL,SQL INJECTION,EDUCATION,AI-BASED DETECTION
1078,2019,18.42,INDIA,PHISHING,BANKING,ANTIVIRUS
1079,2020,49.02,RUSSIA,DDOS,HEALTHCARE,VPN
1080,2018,12.43,AUSTRALIA,PHISHING,GOVERNMENT,FIREWALL
1081,2019,1.27,AUSTRALIA,DDOS,BANKING,FIREWALL
1082,2019,21.58,UK,PHISHING,GOVERNMENT,ANTIVIRUS
1083,2019,14.64,BRAZIL,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
1084,2023,92.32,FRANCE,DDOS,RETAIL,ENCRYPTION
1085,2022,31.4,FRANCE,MAN-IN-THE-MIDDLE,RETAIL,VPN
1086,2017,9.25,BRAZIL,PHISHING,BANKING,ENCRYPTION
1087,2021,37.1,INDIA,PHISHING,IT,ANTIVIRUS
1088,2022,8.5,USA,SQL INJECTION,IT,AI-BASED DETECTION
1089,2015,85.23,UK,DDOS,TELECOMMUNICATIONS,VPN
1090,2024,14.09,UK,DDOS,RETAIL,FIREWALL
1091,2021,76.02,FRANCE,PHISHING,IT,AI-BASED DETECTION
1092,2019,46.27,UK,MALWARE,GOVERNMENT,ENCRYPTION
1093,2019,59.86,BRAZIL,DDOS,TELECOMMUNICATIONS,ENCRYPTION
1094,2017,18.75,FRANCE,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
1095,2020,56.3,UK,SQL INJECTION,RETAIL,VPN
1096,2019,64.8,GERMANY,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
1097,2020,33.61,RUSSIA,RANSOMWARE,IT,ANTIVIRUS
1098,2021,90.99,FRANCE,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
1099,2015,41.79,RUSSIA,RANSOMWARE,IT,AI-BASED DETECTION
1100,2022,38.69,INDIA,DDOS,IT,FIREWALL
1101,2020,84.4,CHINA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1102,2024,69.46,USA,MALWARE,HEALTHCARE,VPN
1103,2024,34.46,BRAZIL,DDOS,IT,FIREWALL
1104,2023,95.97,INDIA,MALWARE,EDUCATION,VPN
1105,2021,98.76,FRANCE,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
1106,2017,12.59,USA,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1107,2019,78.78,JAPAN,DDOS,RETAIL,FIREWALL
1108,2024,21.11,AUSTRALIA,DDOS,BANKING,FIREWALL
1109,2020,50.19,FRANCE,MALWARE,BANKING,VPN
1110,2021,76.83,INDIA,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
1111,2020,17.49,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
1112,2017,66.78,BRAZIL,SQL INJECTION,BANKING,AI-BASED DETECTION
1113,2015,24.17,UK,PHISHING,IT,ANTIVIRUS
1114,2022,38.84,USA,RANSOMWARE,IT,ENCRYPTION
1115,2018,14.98,RUSSIA,PHISHING,GOVERNMENT,ENCRYPTION
1116,2020,15.14,GERMANY,RANSOMWARE,TELECOMMUNICATIONS,FIREWALL
1117,2016,10.4,JAPAN,SQL INJECTION,GOVERNMENT,ANTIVIRUS
1118,2020,59.67,INDIA,MAN-IN-THE-MIDDLE,BANKING,VPN
1119,2019,36.66,JAPAN,MALWARE,RETAIL,ANTIVIRUS
1120,2019,58.98,INDIA,MALWARE,RETAIL,FIREWALL
1121,2022,19.47,GERMANY,RANSOMWARE,RETAIL,AI-BASED DETECTION
1122,2015,64.62,FRANCE,PHISHING,BANKING,ANTIVIRUS
1123,2024,98.25,RUSSIA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1124,2020,41.88,JAPAN,RANSOMWARE,HEALTHCARE,VPN
1125,2020,13.22,BRAZIL,DDOS,GOVERNMENT,ENCRYPTION
1126,2020,54.65,GERMANY,RANSOMWARE,IT,ANTIVIRUS
1127,2018,72.01,JAPAN,PHISHING,IT,VPN
1128,2020,93.89,USA,RANSOMWARE,TELECOMMUNICATIONS,VPN
1129,2024,18.64,AUSTRALIA,PHISHING,EDUCATION,ANTIVIRUS
1130,2024,64.05,UK,MALWARE,EDUCATION,ENCRYPTION
1131,2016,41.79,FRANCE,MAN-IN-THE-MIDDLE,IT,VPN
1132,2022,13.37,UK,PHISHING,RETAIL,ENCRYPTION
1133,2015,1.62,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,VPN
1134,2017,92.64,CHINA,PHISHING,HEALTHCARE,AI-BASED DETECTION
1135,2023,32.18,BRAZIL,RANSOMWARE,TELECOMMUNICATIONS,ANTIVIRUS
1136,2019,64.26,CHINA,SQL INJECTION,EDUCATION,ANTIVIRUS
1137,2023,81.57,JAPAN,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
1138,2021,87.32,USA,DDOS,EDUCATION,ANTIVIRUS
1139,2022,70.44,CHINA,RANSOMWARE,EDUCATION,FIREWALL
1140,2024,1.75,INDIA,MAN-IN-THE-MIDDLE,IT,FIREWALL
1141,2021,96.81,GERMANY,PHISHING,HEALTHCARE,ANTIVIRUS
1142,2020,74.51,USA,PHISHING,BANKING,ANTIVIRUS
1143,2018,2.52,BRAZIL,PHISHING,HEALTHCARE,ENCRYPTION
1144,2017,81.63,BRAZIL,DDOS,RETAIL,ENCRYPTION
1145,2019,43.53,AUSTRALIA,RANSOMWARE,EDUCATION,VPN
1146,2020,84.28,UK,DDOS,EDUCATION,ENCRYPTION
1147,2019,17.6,RUSSIA,PHISHING,HEALTHCARE,ANTIVIRUS
1148,2019,31.35,FRANCE,MALWARE,EDUCATION,AI-BASED DETECTION
1149,2024,65.72,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
1150,2016,43.81,INDIA,PHISHING,BANKING,VPN
1151,2021,84.41,BRAZIL,DDOS,BANKING,ANTIVIRUS
1152,2015,55.78,AUSTRALIA,SQL INJECTION,RETAIL,AI-BASED DETECTION
1153,2024,67.47,GERMANY,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1154,2016,8.08,JAPAN,MALWARE,EDUCATION,FIREWALL
1155,2022,46.2,AUSTRALIA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1156,2022,72.06,CHINA,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
1157,2019,90.48,INDIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
1158,2022,21.26,UK,MALWARE,HEALTHCARE,AI-BASED DETECTION
1159,2016,82.93,JAPAN,PHISHING,BANKING,VPN
1160,2021,23.15,CHINA,SQL INJECTION,HEALTHCARE,VPN
1161,2016,66.19,RUSSIA,MALWARE,GOVERNMENT,ENCRYPTION
1162,2015,95.81,INDIA,SQL INJECTION,BANKING,ENCRYPTION
1163,2024,48.33,UK,SQL INJECTION,RETAIL,VPN
1164,2015,29.54,INDIA,MAN-IN-THE-MIDDLE,HEALTHCARE,VPN
1165,2020,44.08,USA,PHISHING,BANKING,AI-BASED DETECTION
1166,2024,91.71,JAPAN,PHISHING,IT,ANTIVIRUS
1167,2015,73.94,JAPAN,SQL INJECTION,BANKING,ENCRYPTION
1168,2021,10.35,AUSTRALIA,MALWARE,HEALTHCARE,VPN
1169,2019,89.6,GERMANY,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1170,2024,11.99,CHINA,MAN-IN-THE-MIDDLE,GOVERNMENT,VPN
1171,2018,77.02,INDIA,SQL INJECTION,EDUCATION,ANTIVIRUS
1172,2018,78.82,RUSSIA,MALWARE,RETAIL,VPN
1173,2020,64.64,GERMANY,DDOS,BANKING,FIREWALL
1174,2016,11.91,FRANCE,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1175,2024,82.52,JAPAN,SQL INJECTION,EDUCATION,VPN
1176,2017,69.85,GERMANY,PHISHING,BANKING,ENCRYPTION
1177,2022,80.11,AUSTRALIA,PHISHING,HEALTHCARE,ENCRYPTION
1178,2023,2.46,CHINA,SQL INJECTION,BANKING,VPN
1179,2024,59.79,FRANCE,PHISHING,HEALTHCARE,VPN
1180,2019,11.06,RUSSIA,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1181,2020,73.69,UK,SQL INJECTION,BANKING,VPN
1182,2016,53.57,GERMANY,MAN-IN-THE-MIDDLE,RETAIL,ENCRYPTION
1183,2018,30.2,GERMANY,MALWARE,IT,ANTIVIRUS
1184,2023,67.23,AUSTRALIA,MALWARE,EDUCATION,AI-BASED DETECTION
1185,2023,86.81,RUSSIA,DDOS,IT,FIREWALL
1186,2018,76.39,BRAZIL,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
1187,2023,96.61,RUSSIA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1188,2024,64.3,AUSTRALIA,MALWARE,RETAIL,FIREWALL
1189,2019,79.33,CHINA,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
1190,2015,45.91,USA,DDOS,IT,ENCRYPTION
1191,2022,41.67,AUSTRALIA,MALWARE,IT,FIREWALL
1192,2018,81.33,GERMANY,SQL INJECTION,BANKING,VPN
1193,2021,91.8,AUSTRALIA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
1194,2024,3.69,UK,MAN-IN-THE-MIDDLE,IT,FIREWALL
1195,2018,24.25,AUSTRALIA,PHISHING,EDUCATION,AI-BASED DETECTION
1196,2019,89.5,JAPAN,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
1197,2019,60.24,RUSSIA,RANSOMWARE,IT,AI-BASED DETECTION
1198,2022,7.65,GERMANY,RANSOMWARE,EDUCATION,ENCRYPTION
1199,2016,44.93,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,FIREWALL
1200,2015,26.98,USA,SQL INJECTION,RETAIL,FIREWALL
1201,2015,84.08,RUSSIA,RANSOMWARE,RETAIL,AI-BASED DETECTION
1202,2019,99.2,AUSTRALIA,SQL INJECTION,GOVERNMENT,ENCRYPTION
1203,2023,40.63,INDIA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
1204,2023,11.89,CHINA,MALWARE,IT,AI-BASED DETECTION
1205,2019,73.71,JAPAN,MAN-IN-THE-MIDDLE,IT,FIREWALL
1206,2015,16.44,BRAZIL,PHISHING,IT,ENCRYPTION
1207,2021,51.05,RUSSIA,MALWARE,GOVERNMENT,AI-BASED DETECTION
1208,2023,49.13,UK,MALWARE,IT,FIREWALL
1209,2016,17.06,CHINA,PHISHING,IT,VPN
1210,2017,93.15,FRANCE,RANSOMWARE,IT,FIREWALL
1211,2018,66.4,FRANCE,DDOS,GOVERNMENT,VPN
1212,2017,20.21,INDIA,SQL INJECTION,GOVERNMENT,ENCRYPTION
1213,2015,1.48,INDIA,RANSOMWARE,HEALTHCARE,VPN
1214,2018,22.77,RUSSIA,RANSOMWARE,EDUCATION,ANTIVIRUS
1215,2017,56.15,GERMANY,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
1216,2020,10.52,FRANCE,RANSOMWARE,TELECOMMUNICATIONS,VPN
1217,2015,34.84,CHINA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
1218,2019,5.05,CHINA,PHISHING,IT,ENCRYPTION
1219,2020,54.59,GERMANY,SQL INJECTION,IT,AI-BASED DETECTION
1220,2020,52.36,CHINA,DDOS,EDUCATION,ANTIVIRUS
1221,2016,10.2,RUSSIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
1222,2023,77.96,USA,SQL INJECTION,EDUCATION,FIREWALL
1223,2022,61.97,UK,SQL INJECTION,IT,VPN
1224,2016,61.15,UK,DDOS,BANKING,AI-BASED DETECTION
1225,2024,83.04,AUSTRALIA,MALWARE,EDUCATION,ANTIVIRUS
1226,2015,37.18,USA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1227,2022,27.09,INDIA,MALWARE,GOVERNMENT,VPN
1228,2015,0.72,GERMANY,SQL INJECTION,GOVERNMENT,VPN
1229,2023,9.24,RUSSIA,PHISHING,BANKING,ENCRYPTION
1230,2018,8.69,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,VPN
1231,2021,32.07,GERMANY,DDOS,HEALTHCARE,ANTIVIRUS
1232,2023,71.94,INDIA,MALWARE,HEALTHCARE,ENCRYPTION
1233,2022,84.09,JAPAN,RANSOMWARE,IT,VPN
1234,2018,56.06,INDIA,RANSOMWARE,RETAIL,ENCRYPTION
1235,2015,47.76,USA,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
1236,2019,79.34,UK,SQL INJECTION,BANKING,FIREWALL
1237,2022,17.58,AUSTRALIA,RANSOMWARE,HEALTHCARE,FIREWALL
1238,2016,97.79,GERMANY,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
1239,2021,75.1,BRAZIL,DDOS,RETAIL,FIREWALL
1240,2019,39.58,UK,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
1241,2021,78.08,BRAZIL,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
1242,2016,63.89,GERMANY,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
1243,2021,24.33,AUSTRALIA,RANSOMWARE,BANKING,AI-BASED DETECTION
1244,2020,70.91,INDIA,RANSOMWARE,IT,FIREWALL
1245,2018,23.32,GERMANY,MAN-IN-THE-MIDDLE,BANKING,VPN
1246,2016,9.84,UK,PHISHING,EDUCATION,ENCRYPTION
1247,2018,34.29,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
1248,2018,1.58,BRAZIL,DDOS,RETAIL,ENCRYPTION
1249,2017,59.64,FRANCE,PHISHING,GOVERNMENT,AI-BASED DETECTION
1250,2023,80.97,GERMANY,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
1251,2021,22.48,AUSTRALIA,MALWARE,RETAIL,VPN
1252,2022,69.99,FRANCE,PHISHING,BANKING,AI-BASED DETECTION
1253,2021,51.24,JAPAN,SQL INJECTION,IT,VPN
1254,2020,70.14,JAPAN,SQL INJECTION,BANKING,ENCRYPTION
1255,2024,68.35,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1256,2016,86.3,USA,PHISHING,EDUCATION,ENCRYPTION
1257,2023,97.18,AUSTRALIA,DDOS,GOVERNMENT,ENCRYPTION
1258,2021,92.4,BRAZIL,SQL INJECTION,IT,AI-BASED DETECTION
1259,2022,50.11,RUSSIA,RANSOMWARE,BANKING,ENCRYPTION
1260,2016,35.59,AUSTRALIA,MAN-IN-THE-MIDDLE,GOVERNMENT,VPN
1261,2022,56.89,USA,DDOS,HEALTHCARE,VPN
1262,2019,86.79,AUSTRALIA,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1263,2021,84.49,CHINA,PHISHING,GOVERNMENT,ENCRYPTION
1264,2023,52.75,UK,DDOS,IT,FIREWALL
1265,2019,63.63,INDIA,DDOS,GOVERNMENT,VPN
1266,2023,42.69,BRAZIL,PHISHING,RETAIL,ENCRYPTION
1267,2018,15.14,GERMANY,DDOS,TELECOMMUNICATIONS,FIREWALL
1268,2016,25.81,FRANCE,DDOS,BANKING,ANTIVIRUS
1269,2023,46.58,FRANCE,SQL INJECTION,BANKING,ANTIVIRUS
1270,2020,93.88,FRANCE,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
1271,2017,53.07,RUSSIA,PHISHING,IT,AI-BASED DETECTION
1272,2024,24.23,BRAZIL,DDOS,GOVERNMENT,VPN
1273,2022,49.08,UK,PHISHING,RETAIL,ANTIVIRUS
1274,2019,84.5,UK,PHISHING,BANKING,AI-BASED DETECTION
1275,2024,99.31,RUSSIA,SQL INJECTION,EDUCATION,AI-BASED DETECTION
1276,2021,55.4,JAPAN,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
1277,2017,7.84,JAPAN,DDOS,EDUCATION,ENCRYPTION
1278,2020,99.72,INDIA,SQL INJECTION,GOVERNMENT,ENCRYPTION
1279,2019,39.48,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,VPN
1280,2019,1.13,AUSTRALIA,PHISHING,BANKING,AI-BASED DETECTION
1281,2018,43.45,INDIA,DDOS,BANKING,AI-BASED DETECTION
1282,2020,37.36,FRANCE,RANSOMWARE,HEALTHCARE,FIREWALL
1283,2023,94.14,GERMANY,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
1284,2020,65.24,GERMANY,SQL INJECTION,BANKING,ANTIVIRUS
1285,2021,80.79,BRAZIL,DDOS,EDUCATION,AI-BASED DETECTION
1286,2015,81.81,INDIA,RANSOMWARE,BANKING,ENCRYPTION
1287,2022,35.54,JAPAN,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
1288,2020,88.42,FRANCE,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
1289,2020,56.59,BRAZIL,RANSOMWARE,IT,AI-BASED DETECTION
1290,2015,39.28,INDIA,DDOS,RETAIL,ANTIVIRUS
1291,2023,88.81,USA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1292,2021,58.9,UK,MALWARE,HEALTHCARE,ENCRYPTION
1293,2020,9.52,RUSSIA,PHISHING,EDUCATION,VPN
1294,2020,39.92,USA,PHISHING,HEALTHCARE,ANTIVIRUS
1295,2023,28.54,UK,PHISHING,RETAIL,ENCRYPTION
1296,2020,74.11,RUSSIA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1297,2021,85.26,CHINA,MAN-IN-THE-MIDDLE,BANKING,VPN
1298,2020,43.72,UK,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
1299,2015,77.01,JAPAN,MALWARE,HEALTHCARE,FIREWALL
1300,2017,88.03,GERMANY,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
1301,2024,86.65,FRANCE,DDOS,GOVERNMENT,AI-BASED DETECTION
1302,2017,33.79,GERMANY,SQL INJECTION,IT,ANTIVIRUS
1303,2020,76.04,GERMANY,SQL INJECTION,RETAIL,AI-BASED DETECTION
1304,2015,57.59,CHINA,RANSOMWARE,GOVERNMENT,VPN
1305,2016,37.22,CHINA,RANSOMWARE,IT,ENCRYPTION
1306,2020,57.89,INDIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
1307,2024,3.37,AUSTRALIA,RANSOMWARE,GOVERNMENT,FIREWALL
1308,2021,88.2,AUSTRALIA,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1309,2020,96.08,USA,DDOS,IT,ENCRYPTION
1310,2024,84.36,JAPAN,DDOS,GOVERNMENT,VPN
1311,2022,92.58,BRAZIL,PHISHING,IT,VPN
1312,2015,27.92,JAPAN,MALWARE,HEALTHCARE,ENCRYPTION
1313,2016,46.28,GERMANY,PHISHING,TELECOMMUNICATIONS,ENCRYPTION
1314,2016,25.55,FRANCE,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1315,2017,15.14,FRANCE,PHISHING,BANKING,AI-BASED DETECTION
1316,2024,50.64,INDIA,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
1317,2022,31.73,GERMANY,PHISHING,BANKING,ENCRYPTION
1318,2021,73.93,RUSSIA,PHISHING,TELECOMMUNICATIONS,VPN
1319,2020,40.62,GERMANY,PHISHING,GOVERNMENT,ENCRYPTION
1320,2022,14.5,USA,RANSOMWARE,EDUCATION,VPN
1321,2017,20.85,RUSSIA,MALWARE,IT,FIREWALL
1322,2024,49.51,RUSSIA,MALWARE,GOVERNMENT,FIREWALL
1323,2023,26.14,GERMANY,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
1324,2021,13.76,CHINA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
1325,2018,72.21,UK,SQL INJECTION,RETAIL,VPN
1326,2022,91.91,INDIA,SQL INJECTION,HEALTHCARE,VPN
1327,2021,79.06,RUSSIA,DDOS,RETAIL,ENCRYPTION
1328,2022,7.17,INDIA,MALWARE,EDUCATION,ENCRYPTION
1329,2019,79.28,CHINA,SQL INJECTION,HEALTHCARE,FIREWALL
1330,2023,48.25,JAPAN,PHISHING,HEALTHCARE,ANTIVIRUS
1331,2023,45.88,CHINA,RANSOMWARE,EDUCATION,AI-BASED DETECTION
1332,2020,89.8,INDIA,SQL INJECTION,BANKING,AI-BASED DETECTION
1333,2020,17.47,INDIA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
1334,2018,70.85,INDIA,PHISHING,IT,FIREWALL
1335,2024,93.13,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
1336,2021,39.73,RUSSIA,MAN-IN-THE-MIDDLE,RETAIL,VPN
1337,2016,1.28,UK,PHISHING,IT,FIREWALL
1338,2021,83.99,BRAZIL,SQL INJECTION,IT,ENCRYPTION
1339,2019,16.51,FRANCE,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
1340,2023,62.43,GERMANY,MALWARE,RETAIL,FIREWALL
1341,2017,56.1,AUSTRALIA,PHISHING,RETAIL,FIREWALL
1342,2016,87.52,JAPAN,MALWARE,TELECOMMUNICATIONS,VPN
1343,2018,65.88,RUSSIA,PHISHING,IT,ENCRYPTION
1344,2024,86.29,USA,SQL INJECTION,RETAIL,VPN
1345,2018,62.82,CHINA,MALWARE,EDUCATION,AI-BASED DETECTION
1346,2022,18.45,UK,PHISHING,BANKING,ANTIVIRUS
1347,2022,75.42,BRAZIL,PHISHING,EDUCATION,AI-BASED DETECTION
1348,2022,17.68,BRAZIL,DDOS,EDUCATION,VPN
1349,2021,27.95,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
1350,2018,60.01,UK,RANSOMWARE,HEALTHCARE,ENCRYPTION
1351,2024,92.34,BRAZIL,DDOS,HEALTHCARE,ENCRYPTION
1352,2017,7.21,AUSTRALIA,SQL INJECTION,BANKING,VPN
1353,2020,76.42,FRANCE,MALWARE,HEALTHCARE,AI-BASED DETECTION
1354,2020,3.2,INDIA,PHISHING,IT,AI-BASED DETECTION
1355,2018,62.59,INDIA,RANSOMWARE,RETAIL,VPN
1356,2023,89.04,BRAZIL,SQL INJECTION,EDUCATION,ENCRYPTION
1357,2015,76.95,USA,DDOS,RETAIL,FIREWALL
1358,2021,51.66,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
1359,2020,39.33,JAPAN,PHISHING,BANKING,ENCRYPTION
1360,2015,89.77,AUSTRALIA,SQL INJECTION,RETAIL,AI-BASED DETECTION
1361,2024,75.95,RUSSIA,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
1362,2017,13.31,FRANCE,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
1363,2018,40.0,AUSTRALIA,DDOS,RETAIL,FIREWALL
1364,2020,99.9,BRAZIL,RANSOMWARE,BANKING,AI-BASED DETECTION
1365,2022,61.99,GERMANY,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
1366,2023,75.8,GERMANY,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
1367,2022,39.87,JAPAN,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
1368,2017,48.96,USA,PHISHING,IT,ANTIVIRUS
1369,2020,70.67,INDIA,RANSOMWARE,HEALTHCARE,FIREWALL
1370,2022,26.7,JAPAN,MALWARE,RETAIL,ANTIVIRUS
1371,2023,99.72,AUSTRALIA,MALWARE,RETAIL,VPN
1372,2023,22.71,RUSSIA,DDOS,IT,FIREWALL
1373,2024,94.83,USA,SQL INJECTION,RETAIL,ANTIVIRUS
1374,2020,37.81,JAPAN,DDOS,RETAIL,VPN
1375,2018,42.93,CHINA,PHISHING,HEALTHCARE,ANTIVIRUS
1376,2022,89.33,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
1377,2016,38.58,USA,PHISHING,BANKING,ENCRYPTION
1378,2022,75.51,USA,MAN-IN-THE-MIDDLE,RETAIL,VPN
1379,2015,56.3,INDIA,RANSOMWARE,GOVERNMENT,VPN
1380,2024,6.67,BRAZIL,RANSOMWARE,HEALTHCARE,ENCRYPTION
1381,2024,80.29,RUSSIA,RANSOMWARE,BANKING,ANTIVIRUS
1382,2024,94.6,RUSSIA,DDOS,GOVERNMENT,AI-BASED DETECTION
1383,2021,27.54,GERMANY,SQL INJECTION,RETAIL,ANTIVIRUS
1384,2020,97.48,AUSTRALIA,RANSOMWARE,BANKING,ANTIVIRUS
1385,2016,68.23,USA,PHISHING,IT,ANTIVIRUS
1386,2015,56.84,INDIA,SQL INJECTION,GOVERNMENT,FIREWALL
1387,2023,84.79,FRANCE,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1388,2021,4.22,UK,RANSOMWARE,BANKING,VPN
1389,2020,58.73,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
1390,2015,60.43,CHINA,RANSOMWARE,IT,ENCRYPTION
1391,2024,2.85,GERMANY,PHISHING,IT,AI-BASED DETECTION
1392,2016,43.55,UK,SQL INJECTION,EDUCATION,FIREWALL
1393,2016,11.83,UK,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
1394,2021,64.96,USA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
1395,2023,19.37,USA,SQL INJECTION,IT,ENCRYPTION
1396,2019,46.64,AUSTRALIA,PHISHING,EDUCATION,FIREWALL
1397,2018,31.54,USA,DDOS,BANKING,VPN
1398,2019,6.47,GERMANY,MALWARE,RETAIL,VPN
1399,2021,96.23,BRAZIL,DDOS,BANKING,ENCRYPTION
1400,2022,89.74,GERMANY,SQL INJECTION,BANKING,ENCRYPTION
1401,2023,54.29,USA,MALWARE,HEALTHCARE,ANTIVIRUS
1402,2022,4.81,AUSTRALIA,DDOS,TELECOMMUNICATIONS,VPN
1403,2019,42.16,BRAZIL,DDOS,HEALTHCARE,FIREWALL
1404,2024,74.06,BRAZIL,RANSOMWARE,IT,VPN
1405,2021,27.1,FRANCE,RANSOMWARE,BANKING,ANTIVIRUS
1406,2017,22.04,INDIA,MALWARE,IT,FIREWALL
1407,2023,49.53,CHINA,MAN-IN-THE-MIDDLE,EDUCATION,VPN
1408,2019,1.72,JAPAN,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
1409,2020,97.39,RUSSIA,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
1410,2017,68.73,GERMANY,RANSOMWARE,RETAIL,ANTIVIRUS
